14,"Пиво Лакинское светлое пастеризованное 4,7 % алк., Россия, 1 л",124.99 руб,за 1 шт.,https://online.globus.ru/products/pivo-pasterizovannoe-lakinskoe-svetloe-4-7-1-l/,Без скидки
15,"Пиво Brewer's dna Lager светлое пастеризованное фильтрованное 4,1 % алк., Германия, 0,5 л",89.99 руб,за 1 шт.,https://online.globus.ru/products/pivo-brewer-s-dna-lager-svetloe-pasterizovannoe-filtrovannoe-4-1-alk-germaniya-0-5-l/,Без скидки
16,"Вино Rocca Alata Valpolicella Superiore красное сухое 12,5 % алк., Италия, 0,75 л",1 339.99 руб,за 1 шт.,https://online.globus.ru/products/vino-rocca-alata-valpolicella-superiore-krasnoe-sukhoe-italiya-0-75-l/,Без скидки
17,"Вино Haussmann Merlot красное сухое 13 % алк., Франция, 0,75 л",549.99 руб,за 1 шт.,https://online.globus.ru/products/vino-hausmann-pays-d-oc-merlot-krasnoe-sukhoe-0-75-l/,Без скидки
18,"Вино Solarita Pinot Grigio белое сухое 12 % алк., Италия, 0,75 л",789.99 руб,за 1 шт.,https://online.globus.ru/products/vino-beloe-sukhoe-solarita-pinot-grigio-emilia-igt-12-alk-italiya-0-75-l/,Без скидки
19,"Вино Don Ramon красное сухое 13,5 % алк., Испания, 0,75 л",999.99 руб,за 1 шт.,https://online.globus.ru/products/vino-don-ramon-do-krasnoe-sukhoe-ispaniya-0-75-l/,Без скидки
20,"Вино San Valentin Torres белое полусухое 11 % алк., Испания, 0,75 л",899.99 руб,за 1 шт.,https://online.globus.ru/products/vino-san-valentin-torres-beloe-polusukhoe-ispaniya-0-75-l/,Без скидки
21,"Пиво Афанасий Жигулёвское светлое пастеризованное 4,5 % алк., Россия, 1 л",162.99 руб,за 1 шт.,https://online.globus.ru/products/pivo-afanasiy-zhigulyevskoe-svetloe-pasterizovannoe-4-5-alk-rossiya-1-l/,Без скидки
22,"Пиво Franziskaner Hefe-Weisse 5 % алк., Германия, 0,5 л",199.99 руб,за 1 шт.,https://online.globus.ru/products/pivo-franziskaner-hefe-weisse-5-alk-0-5-l/,Без скидки
23,"Вино El Pescaito Bobal Grenache розовое сухое 12 % алк., Испания, 0,75 л",479.99 руб,за 1 шт.,https://online.globus.ru/products/vino-el-pescaito-rozovoe-sukhoe-ispaniya-0-75-l/,Без скидки
24,"Вино игристое Ca'Delle Rose Prosecco белое экстра брют 11 % алк., Италия, 0,75 л",799.99 руб,за 1 шт.,https://online.globus.ru/products/vino-igristoe-ca-delle-rose-prosecco-dop-brut-beloe-ekstra-bryut-italiya-0-75-l/,Со скидкой
25,"Пиво Жигули Барное светлое фильтрованное 4,9 % алк., Россия, 0,45 л",69.99 руб,за 1 шт.,https://online.globus.ru/products/pivo-filtrovannoe-zhiguli-barnoe-svetloe-4-9-alk-rossiya-0-45-l/,Без скидки
26,"Вино Casa Ermelinda Freitas Terras do Po красное сухое 13,5 % алк., Португалия, 1,5 л",699.99 руб,за 1 шт.,https://online.globus.ru/products/vino-casa-ermelinda-freitas-terras-do-po-krasnoe-sukhoe-13-5-alk-portugaliya-1-5-l/,Со скидкой
27,"Вино Novecento23 Rosso Veneto красное полусухое 13,5 % алк., Италия, 0,75 л",999.99 руб,за 1 шт.,https://online.globus.ru/products/vino-novecento23-rosso-veneto-krasnoe-polusukhoe-italiya-0-75-l/,Без скидки
28,"Водка Архангельская Северная выдержка 40 % алк., Россия, 1 л",719.99 руб,за 1 шт.,https://online.globus.ru/products/vodka-arkhangelskaya-severnaya-vyderzhka-40-alk-rossiya-1-l/,Без скидки
29,"Вино Solarita Chianti красное сухое 12 % алк., Италия, 0,75 л",869.99 руб,за 1 шт.,https://online.globus.ru/products/vino-krasnoe-sukhoe-solarita-chianti-docg-12-alk-italiya-0-75-l/,Без скидки
30,"Вино Mateus розовое полусухое 11 % алк., Португалия, 0,75 л",699.99 руб,за 1 шт.,https://online.globus.ru/products/vino-mateus-rozovoe-polusukhoe-portugaliya-0-75-l/,Без скидки
31,"Вино Agora Бастардо красное сухое 14 % алк., Россия, 0,75 л",489.99 руб,за 1 шт.,https://online.globus.ru/products/vino-agora-bastardo-krasnoe-sukhoe-12-14-alk-rossiya-0-75-l/,Без скидки
32,"Вино Territori Vocati Chianti красное сухое 12,5 % алк., Италия, 0,75 л",779.99 руб,за 1 шт.,https://online.globus.ru/products/vino-territori-vocanti-chianti-krasnoe-sukhoe-italiya-0-75-l/,Без скидки
33,"Вино Don Simon Sauvignon Blanc белое сухое 11,5 % алк., Испания, 0,75 л",539.99 руб,за 1 шт.,https://online.globus.ru/products/vino-don-simon-sauvignon-blanc-beloe-sukhoe-11-5-alk-ispaniya-0-75-l/,Без скидки
34,"Вино Santa Hortensia Chardonnay белое сухое 12,5 % алк., Чили, 0,75 л",599.99 руб,за 1 шт.,https://online.globus.ru/products/vino-santa-hortensia-chardonnay-beloe-sukhoe-chili-0-75-l/,Без скидки
35,"Вино Nuviana Tempranillo Cabernet Sauvignon розовое сухое 12,5 % алк., Испания, 0,75 л",669.99 руб,за 1 шт.,https://online.globus.ru/products/vino-nuviana-tempranillo-cabernet-sauvignon-rozovoe-sukhoe-ispaniya-0-75-l/,Без скидки
36,"Вино Nuviana Tempranillo Cabernet Sauvignon красное сухое 13 % алк., Испания, 0,75 л",699.99 руб,за 1 шт.,https://online.globus.ru/products/vino-nuviana-tempranillo-cabernet-sauvignon-krasnoe-sukhoe-ispaniya-0-75-l/,Без скидки
37,"Вино Anjos de Portugal розовое полусухое 10,5 % алк., Португалия, 0,75 л",439.99 руб,за 1 шт.,https://online.globus.ru/products/vino-anjos-de-portugal-rozovoe-polusukhoe-portugaliya-0-75-l/,Со скидкой
38,"Настойка горькая Бульбашъ Медовая с перцем 40 % алк., Беларусь, 0,5 л",389.99 руб,за 1 шт.,https://online.globus.ru/products/nastoyka-gorkaya-bulbash-medovaya-s-pertsem-belarus-0-5-l/,Без скидки
39,"Вино Haussmann Sauvignon белое сухое 12 % алк., Франция, 0,75 л",549.99 руб,за 1 шт.,https://online.globus.ru/products/vino-hausmann-pays-d-oc-sauvignon-beloe-sukhoe-0-75-l/,Без скидки
40,"Вино Zinfandel красное полусухое 14,5 % алк., США, 0,75 л",799.99 руб,за 1 шт.,https://online.globus.ru/products/vino-zinfandel-krasnoe-polusukhoe-14-5-alk-ssha-0-75-l/,Со скидкой
41,"Пиво Bud светлое пастеризованное 5,0 % алк., Россия, 0,75 л",99.99 руб,за 1 шт.,https://online.globus.ru/products/pivo-svetloe-bud-pasterizovannoe-alyuminiy-5-alk-0-75-l/,Со скидкой
42,"Шампанское Абрау-Дюрсо Victor Dravigny белое брют 13 % алк., Россия, 0,75 л",869.99 руб,за 1 шт.,https://online.globus.ru/products/shampanskoe-beloe-bryut-abrau-dyurso-rossiya-0-75-l/,Без скидки
43,"Вино Cave de Bennwihr Sylvaner Tradition белое сухое 12 % алк., Франция, 0,75 л",1 189.99 руб,за 1 шт.,https://online.globus.ru/products/vino-cave-de-bennwihr-sylvaner-tradition-beloe-sukhoe-12-alk-frantsiya-0-75-l/,Без скидки
44,"Вино La Piuma Гриджо белое полусухое 12 % алк., Италия, 0,75 л",749.99 руб,за 1 шт.,https://online.globus.ru/products/vino-la-piuma-gridzho-beloe-polusukhoe-12-alk-italiya-0-75-l/,Без скидки
45,"Вино игристое Mastro Binelli Premium Brut белое 10,5 % алк., Италия, 0,75 л",799.99 руб,за 1 шт.,https://online.globus.ru/products/vino-igristoe-mastro-binelli-brut-beloe-italiya-0-75-l/,Без скидки
46,"Вино El Pescaito Bobal Cabernet Sauvignon красное сухое 12,5 % алк., Испания, 0,75 л",479.99 руб,за 1 шт.,https://online.globus.ru/products/vino-el-pescaito-vicente-gandia-krasnoe-sukhoe-ispaniya-0-75-l/,Без скидки
47,"Пиво Zahringer Schwarzbier тёмное фильтрованное 4,9 % алк., Германия, 0,5 л",99.99 руб,за 1 шт.,https://online.globus.ru/products/pivo-zahringer-schwarzbier-temnoe-filtrovannoe-4-9-0-5-l/,Без скидки
,Название,Цена,Граммовка,Ссылка,Скидка
0,"Пиво светлое 4,1 % алк., Россия, 1,5 л",109.99 руб,за 1 шт.,https://online.globus.ru/products/pivo-svetloe-vash-vybor-4-1-alk-1-5-l/,Без скидки
1,"Вино Verdegar Vinho Verde белое полусухое 9,5 % алк., Португалия, 0,75 л",669.99 руб,за 1 шт.,https://online.globus.ru/products/vino-verdegar-vinho-verde-beloe-polusukhoe-portugaliya-0-75-l/,Без скидки
2,"Водка Царская Золотая 40 % алк., Россия, 0,5 л",619.99 руб,за 1 шт.,https://online.globus.ru/products/vodka-tsarskaya-zolotaya-rossiya-0-5-l/,Без скидки
3,"Вино Barista Pinotage красное сухое 13 % алк., ЮАР, 0,75 л",799.99 руб,за 1 шт.,https://online.globus.ru/products/vino-pinotage-barista-krasnoe-sukhoe-yuar-0-75-l/,Без скидки
4,"Пиво Балтика №7 Экспортное светлое 5,4 % алк., Россия, 0,45 л",59.99 руб,за 1 шт.,https://online.globus.ru/products/pivo-svetloe-baltika-7-5-4-alk-0-45-l/,Со скидкой
5,"Вино Castelvecchio Gavi белое сухое 12 % алк., Италия, 0,75 л",779.99 руб,за 1 шт.,https://online.globus.ru/products/vino-castelvecchio-gavi-beloe-sukhoe-italiya-0-75-l/,Со скидкой
6,"Вино Stobi Rose розовое полусухое 10,5 % алк., Македония, 1 л",699.99 руб,за 1 шт.,https://online.globus.ru/products/vino-stobi-rose-rozovoe-polusukhoe-makedoniya-1-l/,Без скидки
7,"Пиво из бочонка Старый мельник мягкое светлое 4,3 % алк., Россия, 0,45 л",65.99 руб,за 1 шт.,https://online.globus.ru/products/pivo-staryy-melnik-iz-bochonka-myagkoe-svetloe-4-3-0-45-l/,Без скидки
8,"Вино Agora Рислинг белое полусухое 12 % алк., Россия, 0,75 л",489.99 руб,за 1 шт.,https://online.globus.ru/products/vino-agora-risling-beloe-polusukhoe-10-12-alk-rossiya-0-75-l/,Без скидки
9,"Вино Pfefferer белое полусухое 12,5 % алк., Италия, 0,75 л",1 639.99 руб,за 1 шт.,https://online.globus.ru/products/vino-pfefferer-beloe-polusukhoe-12-5-alk-italiya-0-75-l/,Без скидки
10,"Шампанское Дербентское Российское белое брют 12 % алк., Россия, 0,75 л",199.99 руб,за 1 шт.,https://online.globus.ru/products/shampanskoe-derbentskoe-rossiyskoe-beloe-bryut-rossiya-0-75-l/,Без скидки
11,"Пиво Zahringer Premium светлое фильтрованное 4,8 % алк., Германия, 0,5 л",99.99 руб,за 1 шт.,https://online.globus.ru/products/pivo-zahringer-premium-svetloe-filtrovannoe-4-8-alk-germaniya-0-5-l/,Без скидки
12,"Портвейн Массандра Ливадия красный 18,5 % алк., Россия, 0,75 л",679.99 руб,за 1 шт.,https://online.globus.ru/products/portveyn-massandra-livadiya-krasnyy-18-5-alk-rossiya-0-75-l/,Без скидки
13,"Пиво светлое Eichbaum HefeWeizen нефильтрованное 5,2 % алк., 0,5 л",99.99 руб,за 1 шт.,https://online.globus.ru/products/pivo-svetloe-eichbaum-hefeweizen-nefiltrovannoe-5-2-alk-0-5-l/,Без скидки
14,"Пиво Zatecky Gus светлое 4,6 % алк., Россия, 1,35 л",144.99 руб,за 1 шт.,https://online.globus.ru/products/pivo-svetloe-zatecky-gus-pasterizovannoe-4-6-ob-1-35-l/,Без скидки
15,"Водка Beluga Noble Export 40 % алк., Россия, 0,5 л",1 149.99 руб,за 1 шт.,https://online.globus.ru/products/vodka-beluga-noble-export-40-rossiya-0-5-l/,Без скидки
16,"Вино домашнее Driada Изабелла Молдавская красное полусладкое 11 % алк., Молдова, 1,5 л",639.99 руб,за 1 шт.,https://online.globus.ru/products/vino-domashnee-izabella-moldavskaya-driada-krasnoe-polusladkoe-moldova-1-5-l/,Без скидки
17,"Пиво Афанасий Крафтовое светлое 4,5 % алк., Россия, 0,75 л",184.99 руб,за 1 шт.,https://online.globus.ru/products/pivo-kraftovoe-afanasiy-svetloe-4-5-rossiya-0-75-l/,Со скидкой
18,"Пиво Prazacka Классическое светлое фильтрованное 4 % алк., Чехия, 0,5 л",139.99 руб,за 1 шт.,https://online.globus.ru/products/pivo-prazacka-klassicheskoe-svetloe-filtrovannoe-4-alk-chekhiya-0-5-l/,Без скидки
19,"Вино Quinta das Amoras белое полусухое 9,5 % алк., Португалия, 0,75 л",749.99 руб,за 1 шт.,https://online.globus.ru/products/vino-beloe-polusukhoe-portugaliya-0-75-l/,Без скидки
20,"Пиво светлое Leffe Blond пастеризованное 6,6 % алк., Бельгия, 0,33 л",149.99 руб,за 1 шт.,https://online.globus.ru/products/pivo-svetloe-leffe-blond-pasterizovannoe-steklo-6-6-alk-0-33-l/,Без скидки
21,"Вино Conde Otinano Tinto Rioja красное сухое 12 % алк., Испания, 0,75 л",699.99 руб,за 1 шт.,https://online.globus.ru/products/vino-conde-otinano-tinto-rioja-krasnoe-sukhoe-ispaniya-0-75-l/,Без скидки
22,"Вино игристое Perle Brut белое 11,5 % алк., Россия, 0,25 л",129.99 руб,за 1 шт.,https://online.globus.ru/products/vino-igristoe-perle-brut-beloe-11-5-alk-rossiya-0-25-l/,Без скидки
23,"Настойка горькая Царская Оригинальная Груша 38 % алк., Россия, 0,7 л",799.99 руб,за 1 шт.,https://online.globus.ru/products/nastoyka-gorkaya-tsarskaya-grusha-rossiya-0-7-l/,Без скидки
24,"Вино Lago белое полусухое 10 % алк., Португалия, 0,75 л",599.99 руб,за 1 шт.,https://online.globus.ru/products/vino-lago-beloe-polusukhoe-portugaliya-0-75-l/,Со скидкой
25,"Пивной напиток Blue Moon светлый нефильтрованный 5,4 % алк., Чехия, 0,33 л",124.99 руб,за 1 шт.,https://online.globus.ru/products/pivnoy-napitok-blue-moon-svetlyy-nefiltrovannyy-5-4-alk-chekhiya-0-33-l/,Без скидки
26,"Настойка горькая Nemiroff Украинская Медовая с перцем 40 % алк., Россия, 0,5 л",319.99 руб,за 1 шт.,https://online.globus.ru/products/nastoyka-medovaya-s-pertsem-nemiroff-ukrainskaya-gorkaya-40-alk-rossiya-0-5-l/,Без скидки
27,"Коньяк Mkhedruli 7 лет 40 % алк., Грузия, 0,5 л",999.99 руб,за 1 шт.,https://online.globus.ru/products/konyak-m-m-s-mkhedruli-0-5-l/,Без скидки
28,"Пиво разливное Чешский рецепт живое светлое фильтрованное 4,7 % алк., Россия, 1 л",148.99 руб,за 1 шт.,https://online.globus.ru/products/pivo-nepasterizovannoe-cheshskiy-retsept-zhivoe-svetloe-filtrovannoe-razlivnoe-4-7-alk-1-l/,Без скидки
29,"Ром Barcelo Dorado 40 % алк., Доминикана, 0,7 л",1 789.99 руб,за 1 шт.,https://online.globus.ru/products/rom-barcelo-dorado-dominikana-0-7-l/,Без скидки
30,"Вино игристое Абрау-Дюрсо Русское белое полусухое 13 % алк., Россия, 0,75 л",471.99 руб,за 1 шт.,https://online.globus.ru/products/shampanskoe-beloe-polusukhoe-abrau-dyurso-10-5-13-alk-rossiya-0-75-l/,Без скидки
31,"Вино столовое Don Simon Tinto красное сухое 11 % алк., Испания, 1 л",419.99 руб,за 1 шт.,https://online.globus.ru/products/vino-stolovoe-don-simon-tinto-krasnoe-sukhoe-ispaniya-1-l/,Без скидки
32,"Вино Ballaro Primitivo Salento красное полусухое 13,5 % алк., Италия, 0,75 л",799.99 руб,за 1 шт.,https://online.globus.ru/products/vino-ballaro-primitivo-salento-krasnoe-polusukhoe-italiya-0-75-l/,Без скидки
33,"Напиток медовый Хмельной мёд Medovarus Вишнёвый Крик (Kriek) фильтрованный непастеризованный 5,5 % алк., Россия, 1 л",264.99 руб,за 1 шт.,https://online.globus.ru/products/napitok-medovyy-khmelnoy-myed-medovarus-vishnyevyy-krik-kriek-filtrovannyy-nepasterizovannyy-5-5-alk-rossiya-1-l/,Без скидки
34,"Вино Moselland Riesling Kabinett белое полусухое 9 % алк., Германия, 0,75 л",749.99 руб,за 1 шт.,https://online.globus.ru/products/vino-moselland-riesling-kabinett-beloe-polusukhoe-germaniya-0-75-l/,Без скидки
35,"Вино Georgian Royal Wine Kindzmarauli GRW красное полусладкое 11,5 % алк., Грузия, 0,75 л",699.99 руб,за 1 шт.,https://online.globus.ru/products/vino-georgian-royal-wine-kindzmarauli-grw-krasnoe-polusladkoe-gruziya-0-75-l/,Со скидкой
36,"Вино Mosel Urban Riesling белое полусухое 11 % алк., Германия, 0,75 л",1 199.99 руб,за 1 шт.,https://online.globus.ru/products/vino-mosel-urban-riesling-beloe-polusukhoe-11-alk-germaniya-0-75-l/,Без скидки
37,"Вино Fanagoria Cru Lermont Cabernet Sauvignon красное сухое 14 % алк., Россия, 0,75 л",689.99 руб,за 1 шт.,https://online.globus.ru/products/vino-fanagoria-cru-lermont-cabernet-sauvignon-krasnoe-sukhoe-rossiya-0-75-l/,Без скидки
38,"Вино Frescobaldi Remole Toscana красное сухое 12,5 % алк., Италия, 0,75 л",1 289.99 руб,за 1 шт.,https://online.globus.ru/products/vino-frescobaldi-remole-toscana-krasnoe-sukhoe-italiya-0-75-l/,Без скидки
39,"Напиток слабоалкогольный Очаково Джин-тоник газированный 7,2 % алк., Россия, 0,9 л",179.99 руб,за 1 шт.,https://online.globus.ru/products/napitok-slaboalkogolnyy-ochakovo-dzhin-tonik-gazirovannyy-7-2-alk-rossiya-0-9-l/,Без скидки
40,"Вино Sonovino Бьянко белое сухое 11,5 % алк., Италия, 0,75 л",469.99 руб,за 1 шт.,https://online.globus.ru/products/vino-sonovino-byanko-beloe-sukhoe-11-5-alk-italiya-0-75-l/,Без скидки
41,"Вино Sancho Garces Rioja красное сухое 13,5 % алк., Испания, 0,75 л",1 169.99 руб,за 1 шт.,https://online.globus.ru/products/vino-rioja-sancho-garces-krasnoe-sukhoe-ispaniya-0-75-l/,Без скидки
42,"Вино Casal Garcia Vinho Verde белое полусухое 9,5 % алк., Португалия, 0,75 л",899.99 руб,за 1 шт.,https://online.globus.ru/products/vino-casal-garcia-vinho-verde-beloe-polusukhoe-portugaliya-0-75-l/,Без скидки
43,"Вино Inkerman Каберне Гранд Резерв красное сухое 13 % алк., Россия, 0,75 л",899.99 руб,за 1 шт.,https://online.globus.ru/products/vino-inkerman-kaberne-grand-rezerv-krasnoe-sukhoe-rossiya-0-75-l/,Без скидки
44,"Пиво Löwenbräu Original светлое 5,4 % алк., Россия, 0,45 л",79.99 руб,за 1 шт.,https://online.globus.ru/products/pivo-svetloe-l-wenbr-u-original-5-4-ob-0-45-l/,Без скидки
45,"Вино The Ned Sauvignon Blanc белое сухое 13 % алк., Новая Зеландия, 0,75 л",1 499.99 руб,за 1 шт.,https://online.globus.ru/products/vino-the-ned-sauvignon-blanc-beloe-sukhoe-13-alk-novaya-zelandiya-0-75-l/,Без скидки
46,"Вино Massai Viognier белое сухое 14 % алк., ЮАР, 0,75 л",849.99 руб,за 1 шт.,https://online.globus.ru/products/vino-massai-viognier-beloe-sukhoe-yuar-0-75-l/,Без скидки
47,"Вино игристое жемчужное ZB wine Frizzante белое сухое 10 % алк., Россия, 0,75 л",499.99 руб,за 1 шт.,https://online.globus.ru/products/vino-igristoe-zhemchuzhnoe-zb-wine-frizzante-beloe-sukhoe-rossiya-0-75-l/,Без скидки
,Название,Цена,Граммовка,Ссылка,Скидка
0,"Спиртной напиток Aperol Aperitivo 11 % алк., Италия, 0,7 л",1 924.99 руб,за 1 шт.,https://online.globus.ru/products/liker-aperitiv-aperol-11-alk-italiya-0-7-l/,Без скидки
1,"Виски купажированный Jameson 40 % алк., Ирландия, 1 л",4 199.99 руб,за 1 шт.,https://online.globus.ru/products/viski-kupazhirovannyy-jameson-irlandiya-1-l/,Без скидки
2,"Вино Espiritu de Chile Sauvignon Blanc белое полусладкое 12 % алк., Чили, 0,75 л",699.99 руб,за 1 шт.,https://online.globus.ru/products/vino-espiritu-de-chile-sauvignon-blanc-beloe-polusladkoe-chili-0-75-l/,Без скидки
3,"Вино столовое Inkerman Мускатное Крымское белое полусладкое 12,5 % алк., Россия, 0,7 л",369.99 руб,за 1 шт.,https://online.globus.ru/products/vino-stolovoe-inkerman-muskatnoe-krymskoe-beloe-polusladkoe-10-5-12-5-alk-rossiya-0-7-l/,Без скидки
4,"Вино игристое Левъ Голицынъ белое брют 13 % алк., Молдова, 0,75 л",439.99 руб,за 1 шт.,https://online.globus.ru/products/shampanskoe-lev-golitsyn-beloe-bryut-rossiya-0-75-l/,Без скидки
5,"Водка Царь 40 % алк., Россия, 0,5 л",261.99 руб,за 1 шт.,https://online.globus.ru/products/vodka-tsar-0-5-l/,Без скидки
6,"Настойка полусладкая Архангельская Вишня 24 % алк., Россия, 0,5 л",369.99 руб,за 1 шт.,https://online.globus.ru/products/nastoyka-polusladkaya-alviz-arkhangelskaya-vishnya-0-5-l/,Без скидки
7,"Ликёр Fruto Strawberry 15 % алк., Россия, 0,5 л",699.99 руб,за 1 шт.,https://online.globus.ru/products/liker-fruto-strawberry-rossiya-0-5-l/,Без скидки
8,"Вино Ciconia The Reserva Blend белое сухое 12,5 % алк., Португалия, 0,75 л",699.99 руб,за 1 шт.,https://online.globus.ru/products/vino-beloe-ciconia-the-reserva-blend-sukhoe-portugaliya-0-75-l/,Со скидкой
9,"Вино столовое Глобус Corte Vinaia Rosso красное полусладкое 10,5 % алк., Италия, 0,75 л",479.99 руб,за 1 шт.,https://online.globus.ru/products/vino-stolovoe-globus-corte-vinaia-rosso-krasnoe-polusladkoe-italiya-0-75-l/,Без скидки
10,"Вино столовое Глобус Corte Vinaia Merlot красное полусухое 11,5 % алк., Италия, 0,75 л",479.99 руб,за 1 шт.,https://online.globus.ru/products/vino-stolovoe-globus-corte-vinaia-merlot-krasnoe-polusukhoe-italiya-0-75-l/,Без скидки
11,"Вино Глобус Corte Vinaia Sangiovese красное полусухое 12 % алк., Италия, 0,75 л",479.99 руб,за 1 шт.,https://online.globus.ru/products/vino-globus-corte-vinaia-sangiovese-krasnoe-polusukhoe-italiya-0-75-l/,Со скидкой
12,"Вино Chateau Tamagne Fleurs du Sud Traminer белое сухое 12,5 % алк., Россия, 0,75 л",329.99 руб,за 1 шт.,https://online.globus.ru/products/vino-chateau-tamagne-fleurs-du-sud-traminer-beloe-sukhoe-12-5-alk-rossiya-0-75-l/,Без скидки
13,"Вино Глобус Пиросмани красное полусухое 11,5 % алк., Грузия, 0,75 л",359.99 руб,за 1 шт.,https://online.globus.ru/products/vino-globus-pirosmani-krasnoe-polusukhoe-11-5-alk-gruziya-0-75-l/,Со скидкой
14,"Вино Глобус Хванчкара красное полусладкое 11,5 % алк., Грузия, 0,75 л",999.99 руб,за 1 шт.,https://online.globus.ru/products/vino-globus-khvanchkara-krasnoe-polusladkoe-11-5-alk-gruziya-0-75-l/,Без скидки
15,"Вино Глобус Киндзмараули красное полусладкое 11,5 % алк., Грузия, 0,75 л",599.99 руб,за 1 шт.,https://online.globus.ru/products/vino-globus-kindzmarauli-krasnoe-polusladkoe-11-5-alk-gruziya-0-75-l/,Без скидки
16,"Вино Глобус Алазанская долина красное полусладкое 11,5 % алк., Грузия, 0,75 л",359.99 руб,за 1 шт.,https://online.globus.ru/products/vino-globus-alazanskaya-dolina-krasnoe-polusladkoe-11-5-alk-gruziya-0-75-l/,Со скидкой
17,"Вино Глобус Саперави красное сухое 12 % алк., Грузия, 0,75 л",359.99 руб,за 1 шт.,https://online.globus.ru/products/vino-globus-saperavi-krasnoe-sukhoe-12-alk-gruziya-0-75-l/,Со скидкой
18,"Вино Antico Portico Primitivo Salento красное полусухое 13 % алк., Италия, 0,75 л",679.99 руб,за 1 шт.,https://online.globus.ru/products/vino-antico-portico-primitivo-salento-krasnoe-polusukhoe-italiya-0-75-l/,Без скидки
19,"Вино столовое Tbilisi Peak Саперави красное сухое 12 % алк., Грузия, 0,75 л",579.99 руб,за 1 шт.,https://online.globus.ru/products/vino-stolovoe-tbilisi-peak-saperavi-krasnoe-sukhoe-gruziya-0-75-l/,Без скидки
20,"Пиво разливное Афанасий Домашнее светлое фильтрованное 4,5 % алк., Россия, 1 л",179.99 руб,за 1 шт.,https://online.globus.ru/products/pivo-filtrovannoe-svetloe-razlivnoe-domashnee-nepasterizovannoe-4-5-alk-1-l/,Без скидки
21,"Вино игристое Абрау-Дюрсо Русское белое полусладкое 13 % алк., Россия, 0,75 л",471.99 руб,за 1 шт.,https://online.globus.ru/products/russkoe-shampanskoe-beloe-polusladkoe-abrau-dyurso-rossiya-0-75-l/,Без скидки
22,"Коньяк Кизлярский Коньячный Завод Лезгинка выдержанный 6 лет 40 % алк., Россия, 0,5 л",959.99 руб,за 1 шт.,https://online.globus.ru/products/konyak-lezginka-kizlyarskiy-konyachnyy-zavod-vyderzhannyy-6-let-40-rossiya-0-5-l/,Без скидки
23,"Вино El Pescaito Mersequera Sauvion Blanc белое сухое 11,5 % алк., Испания, 0,75 л",479.99 руб,за 1 шт.,https://online.globus.ru/products/vino-el-pescaito-vicente-gandia-beloe-sukhoe-ispaniya-0-75-l/,Без скидки
24,"Вино Pfefferer Пинк розовое сухое 12,5 % алк., Италия, 0,75 л",2 199.99 руб,за 1 шт.,https://online.globus.ru/products/vino-pfefferer-pink-rozovoe-sukhoe-12-5-alk-italiya-0-75-l/,Без скидки
25,"Пиво Spaten Munchen светлое 5,2 % алк., Россия, 1 л",280.00 руб,за 1 шт.,https://online.globus.ru/products/pivo-svetloe-spaten-munchen-5-2-alk-rossiya-1-l/,Без скидки
26,"Пиво Tuborg Green светлое 4,6 % алк., Россия, 0,45 л",69.99 руб,за 1 шт.,https://online.globus.ru/products/pivo-svetloe-tuborg-green-4-6-alk-0-45-l/,Со скидкой
27,"Пиво Zlatovice светлое фильтрованное 4,1 % алк., Россия, 1 л",122.99 руб,за 1 шт.,https://online.globus.ru/products/pivo-svetloe-filtrovannoe-4-1-alk-1-l/,Без скидки
28,"Напиток слабоалкогольный Черный Русский с коньяком и вкусом миндаля 7,2 % алк., Россия, 0,45 л",118.99 руб,за 1 шт.,https://online.globus.ru/products/napitok-slaboalkogolnyy-chernyy-russkiy-s-konyakom-i-vkusom-mindalya-0-45-l/,Без скидки
29,"Вино Mucho Mas розовое полусухое 13 % алк., Испания, 0,75 л",799.99 руб,за 1 шт.,https://online.globus.ru/products/vino-mucho-mas-rozovoe-polusukhoe-13-alk-ispaniya-0-75-l/,Без скидки
30,"Пиво Жигули Барное фирменное светлое 4,9 % алк., Россия, 0,45 л",54.99 руб,за 1 шт.,https://online.globus.ru/products/pivo-zhiguli-barnoe-svetloe-4-9-alk-rossiya-0-45-l/,Без скидки
31,"Пиво Макларин Ремесленное светлое нефильтрованное 4,5 % алк., Россия, 1 л",234.99 руб,за 1 шт.,https://online.globus.ru/products/pivo-remeslennoe-maklarin-svetloe-nefiltrovannoe-4-5-alk-1-l/,Без скидки
32,"Джин Barrister Dry 40 % алк., Россия, 0,5 л",599.99 руб,за 1 шт.,https://online.globus.ru/products/dzhin-barrister-dry-0-5-l/,Без скидки
33,"Вино ликёрное Массандра Мадера белое 19,5 % алк., Россия, 0,75 л",799.99 руб,за 1 шт.,https://online.globus.ru/products/vino-likernoe-massandra-madera-beloe-rossiya-0-75-l/,Без скидки
34,"Пиво разливное Немецкий рецепт светлое нефильтрованное 4,7 % алк., Россия, 1 л",139.99 руб,за 1 шт.,https://online.globus.ru/products/pivo-pasterizovannoe-nemetskiy-retsept-svetloe-nefiltrovannoe-razlivnoe-4-7-alk-1-l/,Без скидки
35,"Вино Мысхако Кюве красное сухое 13,6 % алк., Россия, 0,75 л",549.99 руб,за 1 шт.,https://online.globus.ru/products/vino-myskhako-kyuve-krasnoe-sukhoe-13-6-alk-rossiya-0-75-l/,Без скидки
